name,label,deck,deckID,Type,playercount,cost,optioncost,VP,prereq,category,text,provides,alters,usereq,addsfuture,version,publisher,base,banned
PlowMaker,Plow Maker,E,195,Occupation,1,,,,,%11u,"Whenever you use either the ""Plow 1 field"" or ""Plow 1 field and/or Sow"" Action spaces, you can pay 1 Food to Plow 1 additional field.",%1fs,%8as;%23as,,,OriginalVersion,Z-Man,BaseSet,false
MushroomCollector,Mushroom Collector,E,196,Occupation,1,,,,,%3u,"Whenever you use a Family member's action to take Wood from an Action space, you can leave 1 of the Wood on the space and take 2 Food in exchange.",%1g,%4as;%26as;%27as;%25t,,,OriginalVersion,Z-Man,BaseSet,false
Braggart,Braggart,E,197,Occupation,3,,,,,%1d;%12u;%4s,"At the end of the game, you receive 1/3/5/7/9 Bonus points for having 5/6/7/8/9+ Improvements in front of you.",%17g,,,,OriginalVersion,Z-Man,BaseSet,true
Ratcatcher,Ratcatcher,E,198,Occupation,3,,,,,,"In rounds 10 and 12, all other players may not place 1 of their family's Offspring* (if they have any).(You yourself may place all your Family members.)This card may only be played until the end of Round 9. (*) Offspring are a player's 3rd, 4th, and 5th Family members.",,,,,OriginalVersion,Z-Man,BaseSet,true
Renovator,Renovator,E,199,Occupation,1,,,,,%15u,"Pay 2 less Clay to renovate to a Clay hut, and pay 2 less Stone to renovate to a Stone house.",%3g;%5g,%10t,,,OriginalVersion,Z-Man,BaseSet,false
Conservator,Conservator,E,200,Occupation,1,,,,,%15u;%6s,You can renovate your Wooden hut to a Stone house without first needing to renovate it to a Clay hut.,,%10t,,,OriginalVersion,Z-Man,BaseSet,false
CattleWhisperer,Cattle Whisperer,E,201,Occupation,4,,,,,%8s,"Add 5 and 9 to the current round. Place 1 Cattle on the corresponding Round spaces. At the start of these rounds, you receive the Cattle.",%10g,,,%10g,OriginalVersion,Z-Man,BaseSet,false
SeasonalWorker,Seasonal Worker,E,202,Occupation,1,,,,,%2u;%7u,"Whenever you use the ""Day Laborer"" Action space, you receive 1 additional Grain. From Round 6, you can choose to receive 1 Vegetable instead.",%6g;%7g,%6as,,,OriginalVersion,Z-Man,BaseSet,false
Shepherd,Shepherd,E,203,Occupation,4,,,,,%8s,"During each Harvest, if you have at least 4 Sheep during the Breeding phase, you receive 2 lambs instead of 1 as long as you have room for them.",%8g,,Cost4Sh,,OriginalVersion,Z-Man,BaseSet,false
MasterShepherd,Master Shepherd,E,204,Occupation,4,,,,,%8s,"Place 1 Sheep on each of the next 3 Round spaces. At the start of these rounds, you receive the Sheep.",%8g,,,%8g,OriginalVersion,Z-Man,BaseSet,false
ReedCollector,Reed Collector,E,205,Occupation,3,,,,,,"Place 1 Reed on each of the next 4 Round spaces. At the start of these rounds, you receive the Reed.",%4g,,,%4g,OriginalVersion,Z-Man,BaseSet,false
Swineherd,Swineherd,E,206,Occupation,4,,,,,,"Whenever you use the ""Take 1 Wild boar"" Action space, you receive 1 additional Wild Boar from the supply. (The ""Take 1 Wild Boar"" Action is added in Stage 3.)",%9g,%18as,,,OriginalVersion,Z-Man,BaseSet,false
Stablehand,Stablehand,E,207,Occupation,1,,,,,,"Whenever you build at least 1 fence, you also receive 1 stable which you must build immediately. (This may be built inside or outside the fenced area.)(You do not need to pay any Wood for the stable.)",%13g,%5r,,,OriginalVersion,Z-Man,BaseSet,false
Stablemaster,Stablemaster,E,208,Occupation,1,,,,,,One (and only one) of your unfenced stables may hold up to 3 animals of the same type.,,%13g,%12fs,,OriginalVersion,Z-Man,BaseSet,false
Quarryman,Quarryman,E,209,Occupation,3,,,,,,"You can use the Quarryman at any time to convert Stone to Food. For each Stone you convert, take 2 Food.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
StoneCarrier,Stone Carrier,E,210,Occupation,1,,,,,,"Whenever you take Stone with an action, you can also take 1 additional Stone. If you also receive other building resources, this costs you 1 Food.",%5g,%23t;%15as;%21as;%29as,,,OriginalVersion,Z-Man,BaseSet,false
Stonecutter,Stonecutter,E,211,Occupation,3,,,,,%15u;%16u;%4s,"All Improvements, Rooms and Renovations cost 1 Stone less.",%5g,%3t;%6t;%7t;%10t,,,OriginalVersion,Z-Man,BaseSet,false
Dancer,Dancer,E,212,Occupation,4,,,,,%18u,"Whenever you use the ""Traveling Players"" action on an Action space, you receive at least 4 Food. (If there are 1 to 3 Food are on the space, take Food from the general supply until you total 4 Food.)",%1g,%30as,,,OriginalVersion,Z-Man,BaseSet,false
Stockman,Stockman,E,213,Occupation,4,,,,,,"You receive 1 Cattle when you build your second stable, 1 Wild boar when you build your third and 1 Sheep when you build your fourth. (If you build several stables at once, you my be entitled to take several animals as well.)",%8g;%9g;10g,%26t,,,OriginalVersion,Z-Man,BaseSet,false
Potter,Potter,E,214,Occupation,3,,,,,,"In each Harvest, the Potter can convert up to 1 Clay to 2 Food.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
TenantFarmer,Tenant Farmer,E,215,Occupation,4,,,,,%1d;%8s,"You immediately receive a loan of one of each type of animal. Before scoring, return the 3 animals. For each animal that you cannot or do not want to return, you lose 1 point.",%8g;%9g;10g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
AnimalKeeper,Animal Keeper,E,216,Occupation,4,,,,,,"You can keep Sheep, Wild boar, and Cattle in the same pasture. This applies to all your pastures (except the Forest Pasture).",,%9fs,,,OriginalVersion,Z-Man,BaseSet,false
Reeve,Reeve,E,217,Occupation,3,,,,,%1d;%1u;%10s,"Take 1/2/3/4 Wood if there are still 1/3/6/9 rounds to play. At the end of the game, all players with the most played Occupation cards receive 3 Bonus points each.",%2g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
Carpenter,Carpenter,E,218,Occupation,1,,,,,%16u;%3s,"To extend your home, you need only 3 of the appropriate building resource and 2 Reed for each new room. (For example, if you live in a Wooden hut, you need 3 Wood and 2 Reed.)",%2g;%3g;%5g,%3t,,,OriginalVersion,Z-Man,BaseSet,false
FeedPellets,Feed Pellets,E,338,MinorImp,,,,,,,"During the Feeding Phase of each Harvest, you may trade 1 Vegetable for 1 of any type of Animal that you already have in your farmyard.",%8g;%9g;%10g,,,,OriginalVersion,Z-Man,BaseSet,false
Guildmaster,Guildmaster,E,341,Occupation,3,,,,,%4s,"You receive 4 Wood when you acquire the Joinery or play the Cabinetmaker. When you acquire the Pottery or play the Potter, you receive 4 Clay. When you acquire the Basketmaker's Workshop or play the Basketmaker, you receive 3 Reed. If you have already played any of these cards when you play the Guildmaster, you receive 2 building resources of the appropriate type for each existing card.",%2g;%3g;%4g,,,,OriginalVersion,Z-Man,BaseSet,false
MoldboardPlow,Moldboard Plow,I,63,MinorImp,,Cost2W,,,Cost1Occ,%7d,"Twice during the game, when you use the ""Plow 1 field"" action, you may Plow 2 fields instead of 1. This does not apply to the ""Plow 1 field and/or Sow"" action.",%1fs,%8as,,,OriginalVersion,Z-Man,BaseSet,false
Alms,Alms,I,64,MinorImp,,,,,CostNoOcc,%9d,"When you play this card, take 1 Food for each completed round of the game.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
BakersKitchen,Baker's Kitchen,I,65,MinorImp,,Cost2S,,4,Cost1Oven,%10d;%2d,"Whenever you use the ""Bake bread"" action, you can use the Baker's Kitchen to convert up to 2 Grain into 5 Food each. When you play this card, you can also take the ""Bake bread"" action.",%1g;%1t,,,,OriginalVersion,Z-Man,BaseSet,false
VillageWell,Village Well,I,66,MinorImp,,,,5,CostWell,%11d;%10d;%4s,"Place 1 Food each on the next 3 remaining Round spaces. At the start of these rounds, you receive the Food.",%1g,,,%1g,OriginalVersion,Z-Man,BaseSet,false
ThreshingBoard,Threshing Board,I,67,MinorImp,,Cost2W,,1,Cost2Occ,%10d,"Whenever you use the ""Plow 1 field"" or ""Plow 1 field and/or Sow"" actions, you can also take the ""Bake bread"" action.",%1t,%8as;%23as,,,OriginalVersion,Z-Man,BaseSet,false
Harrow,Harrow,I,68,MinorImp,,Cost2W,,,,%11u,"Once during the game, when you use the ""Plow 1 field"" or ""Plow 1 field and/or Sow"" action, you can Plow 2 fields instead of 1. Each other player can also do this once during the game, but must pay you 2 Food to do it.",%1fs,%8as;%23as,,,OriginalVersion,Z-Man,BaseSet,false
StrawberryPatch,Strawberry Patch,I,69,MinorImp,,,,2,Cost2VField,%10d;%13u,"Place 1 Food on each of the next 3 Round spaces. At the start of these rounds, you receive the Food.",%1g,,,%1g,OriginalVersion,Z-Man,BaseSet,false
Punner,Punner,I,70,MinorImp,,Cost1W,,,,%11u,"Whenever another player uses the Harrow or a Plow, you can immediately Plow 1 field as well. (If you use the Harrow or a Plow yourself, you do not get any advantage.)",%1fs,%7d;Harrow,,,OriginalVersion,Z-Man,BaseSet,false
HolidayHouse,Holiday House,I,71,MinorImp,,Cost2R,Cost3W;Cost3C,8,,%10d;%12u;%1s,"In Round 14, you cannot place any Family members. (Playing this card bans you from placing people—including a Guest—in Round 14.) Play this card at the latest during Round 13. (Be prepared to play two Harvests in a row.)",,,,,OriginalVersion,Z-Man,BaseSet,false
GoosePond,Goose Pond,I,72,MinorImp,,,,1,Cost3Occ,%10d;%13u,"Place 1 Food each on the next 4 remaining Round spaces. At the start of these rounds, you receive the Food.",%1g,,,%1g,OriginalVersion,Z-Man,BaseSet,false
Guest,Guest,I,73,MinorImp,,Cost2F,,,,%9d,"When you play this card, you receive a Guest token, which you may place once in the next round as you would a person.",%15g,,,,OriginalVersion,Z-Man,BaseSet,false
GrainCart,Grain Cart,I,74,MinorImp,,Cost2W,,,Cost2Occ,%7s,"Whenever you use the ""Take 1 Grain"" Action space, you receive 2 additional Grain.",%6g,%10as,,,OriginalVersion,Z-Man,BaseSet,false
HandMill,Hand Mill,I,75,MinorImp,,Cost1S,,,,,"During the Feeding phase of the Harvest, you can use the Hand Mill to turn either 1 Grain into 2 Food or 2 Grain into 4 Food.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
Rake,Rake,I,76,MinorImp,,Cost1W,,,,%1d;%11u,"At the end of the game, you receive 2 Bonus points if you have at least 5 fields. If you have played the Harrow, Punner, Yoke or a Plow, you require at least 6 fields.",%17g,,,,OriginalVersion,Z-Man,BaseSet,false
ShepherdsCrook,Shepherd's Crook,I,77,MinorImp,,Cost1W,,,,,"Whenever you Fence a new pasture that covers at least 4 farmyard spaces, take 2 Sheep and place them in the new pasture.",%8g,%2t,,,OriginalVersion,Z-Man,BaseSet,false
Copse,Copse,I,78,MinorImp,,Cost2W,,1,Cost1Occ,%10d;%17u,"When you Sow, you can plant up to 2 Wood on this card as shown. The Wood is treated the same as sown Grain and is harvested during the Field phase. (This card does not count as a Field when scoring.)",%2g,,,,OriginalVersion,Z-Man,BaseSet,false
WoodCart,Wood Cart,I,79,MinorImp,,Cost3W,,,Cost3Occ,%10s,"Whenever you use a person to take Wood that is on an Action space, you receive 2 additional Wood.",%2g,%4as;%26as;%27as;%25t,,,OriginalVersion,Z-Man,BaseSet,false
Spinney,Spinney,I,80,MinorImp,,Cost1W,,1,Cost3Occ,%10d,"Whenever another player uses the ""3 Wood"" Action space, s/he must give you one of the Wood. (This does not apply to the ""4 Wood"" Action space in the 5-player game.)",%2g,%4as,,,OriginalVersion,Z-Man,BaseSet,false
WoodenHutExtension,Wooden Hut Extension,I,81,MinorImp,,Cost1R;Cost5W,,,,%9d,"When you play this card, immediately extend your Wooden hut by 1 room. (The room does not cost anything, but you must pay the cost shown to play this card.)",%5fs;%3t,,,,OriginalVersion,Z-Man,BaseSet,true
WoodenCrane,Wooden Crane,I,82,MinorImp,,Cost3W,,1,,%10d,"Whenever you use one of the ""Stone"" Action spaces that are placed in Stage 2 and 4, you receive 1 additional Stone. If you pay 1 Food, you can take 2 Stone instead of 1.",%5g,%15as;%21as,,,OriginalVersion,Z-Man,BaseSet,false
WoodenPath,Wooden Path,I,83,MinorImp,,Cost1W,,,,%1d,The player with the most valuable street receives 2 Bonus points when scoring. (The Paved Road that costs 5 Stone is more valuable than the Clay Path that costs 3 Clay which is more valuable that this Wooden Path.),%17g,,,,OriginalVersion,Z-Man,BaseSet,false
ChickenCoop,Chicken Coop,I,84,MinorImp,,Cost1R,Cost2W;Cost2C,1,,%10d,"Place 1 Food each on the next 8 remaining Round spaces. At the start of these rounds, you receive the Food.",%1g,,,%1g,OriginalVersion,Z-Man,BaseSet,false
CookingCorner,Cooking Corner,I,85,MinorImp,,,,3,CostCH,%10d;%2d;%4d,"At any time, you may convert goods to Food as follows: Vegetables: 4 Food Sheep: 2 Food Wild boar: 3 Food Cattle: 4 Food Whenever you use the ""Bake bread"" action, you may convert: Grain: 3 Food.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
CornStorehouse,Corn Storehouse,I,86,MinorImp,,Cost2R,Cost2W;Cost2C ,1,,%10d,"Whenever you have empty Fields after the Field phase of the Harvest, you can Sow Grain in them immediately. Place 1 fewer Grain from the Supply on these fields.",%11t,,,,OriginalVersion,Z-Man,BaseSet,false
Flagon,Flagon,I,87,MinorImp,,Cost1C,,,,,"Whenever the Well is built or upgraded to a Village Well, you receive 4 Food, and the other players receive 1 Food each. (If the Well has already been built, everyone receives the Food when the Flagon is played.)",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
Lasso,Lasso,I,88,MinorImp,,Cost1R,,,,%8s,"You can place exactly two people immediately after one another, if at least one of them uses a ""Wild boar"", ""Cattle"" or ""Sheep"" Action space. (This does not apply to the ""Either 1 Sheep and 1 Food or 1 Wild boar..."" Action space from the 5-player game.)",,%12as;%18as;%20as,,,OriginalVersion,Z-Man,BaseSet,false
ClayPath,Clay Path,I,89,MinorImp,,Cost3C,,1,,%1d;%10d;%12u,The player with the most valuable street receives 2 Bonus points when scoring. (The Paved Road that cost 5 Stone is more valuable than this Clay Path which is more valuable than the Wooden Path that costs 1 Wood.),%17g,,,,OriginalVersion,Z-Man,BaseSet,false
PlanterBox,Planter Box,I,90,MinorImp,,,,,Cost2Occ,,"Whenever you Sow, each of the fields you Sow that is orthogonally adjacent to a room in your home gets an additional 2 Grain or 1 Vegetable.",%6g;%7g,%11t,,,OriginalVersion,Z-Man,BaseSet,false
Ladder,Ladder,I,91,MinorImp,,Cost2W,,,,%15u;%16u,"You need 1 less Reed to extend or renovate your home or to build the Water Mill, Half-timbered House, Chicken Coop, Holiday Home, Mansion or Corn Storehouse.",%4g,%3t;%10t,,,OriginalVersion,Z-Man,BaseSet,false
Manure,Manure,I,92,MinorImp,,,,,Cost2Animal,,"At the end of each round that does not end with a Harvest, you can (optionally) take 1 Grain or Vegetable from each of your fields and place it in your personal supply.",,%3fs;%4fs,,,OriginalVersion,Z-Man,BaseSet,false
MilkingShed,Milking Shed,I,93,MinorImp,,Cost2C;Cost3S,,2,,%10d;%5u,"In each Harvest, at the beginning of the Field phase, count the total number of Sheep and Cattle in all players' farms. You receive 1 Food for each fifth Sheep and for each third Cattle.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
PavedRoad,Paved Road,I,94,MinorImp,,Cost5S,,2,,%1d;%10d;%12u,The player with the most valuable street receives 2 Bonus points when scoring. (This Paved Road is more valuable than the Clay Path that costs 3 Clay which is more valuable than the Wooden Path that costs 1 Wood.),%17g,,,,OriginalVersion,Z-Man,BaseSet,false
FishTrap,Fish Trap,I,95,MinorImp,,Cost1W,,,,%9s,"Whenever you use the ""Fishing"" Action space or receive Reed from an Action space that provides Reed, you receive 1 additional Food.",%1g,%20t;%7as;%3as;%29as,,,OriginalVersion,Z-Man,BaseSet,false
ReedExchange,Reed Exchange,I,96,MinorImp,,,Cost2W;Cost2C,,,%9d,"When you play this card, you receive 2 Reed.",%4g,,,,OriginalVersion,Z-Man,BaseSet,false
Slaughterhouse,Slaughterhouse,I,97,MinorImp,,Cost2C;Cost2S,,2,,%10d;%5u,"Whenever another player turns 1 or more animals into Food, you receive 1 Food from the supply. During the Feeding phase of the Harvest, you are the last player to take a turn (so you can benefit if others players slaughter.)(If you slaughter, you receive no advantage.)",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
SchnapsDistillery,Schnaps Distillery,I,98,MinorImp,,Cost1V;Cost2S,,2,,%1d;%10d;%5u,"During the Feeding phase of the Harvest, you can use the Schnaps Distillery to convert at most 1 Vegetable into 4 Food. At the end of the game, you receive 1 Bonus point each for your 5th and 6th Vegetables.",%1g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
Straw-thatchedRoof,Straw-thatched Roof,I,99,MinorImp,,,,1,Cost3GField,%10d;%15u;%16u;%7s,You no longer need Reed when you extend or renovate your home.,,%3t;%10t,,,OriginalVersion,Z-Man,BaseSet,false
Tavern,Tavern,I,100,MinorImp,,Cost2W;Cost2S,,2,,%1d;%10d;%12u,"The Tavern is an additional Action space. Whenever another player uses it, s/he receives 3 Food. Whenever you use it, you can choose either to take 3 Food or to score 2 Bonus points. (If another player uses the Tavern, you do not receive anything from it.)",%1g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
AnimalFeed,Animal Feed,I,101,MinorImp,,,,,Cost4PlantedField,,"Immediately before scoring, you receive 1 additional animal of each type that you already have, if you have space in your pastures. (This does not apply to the House Goat and the Horse.)",%8g;%9g;%10g,,,,OriginalVersion,Z-Man,BaseSet,false
WildlifeReserve,Wildlife Reserve,I,102,MinorImp,,Cost2W,,1,Cost2Occ,%10d,"This card can hold up to 1 Sheep, 1 Wild boar and 1 Cattle. (This card does not count as a pasture when scoring.)",,,,,OriginalVersion,Z-Man,BaseSet,false
WaterMill,Water Mill,I,103,MinorImp,,Cost1W;Cost2C;Cost1R;Cost2S,,2,,%10d,"After the Field phase of a Harvest, each player can use the Water Mill to convert up to 1 Grain to 3 Food. Each player that uses the Water Mill must give you 1 of the Food.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
WeeklyMarket,Weekly Market,I,104,MinorImp,,Cost3G,,,,%9d,"When you play this card, you receive 2 Vegetables.",%7g,,,,OriginalVersion,Z-Man,BaseSet,false
Fieldsman,Fieldsman,I,219,Occupation,1,,,,,,"Whenever you Sow 1 field, place 2 extra goods from the supply on it. Whenever you Sow 2 fields, place 1 extra good from the supply on each. (If you Sow three or more fields, there is no advantage.)",,%11t,,,OriginalVersion,Z-Man,BaseSet,false
WellBuilder,Well Builder,I,220,Occupation,1,,,,,,"For you, the Well is not a Major but a Minor Improvement and costs only 1 Stone and 1 Wood to build.",,Well,,,OriginalVersion,Z-Man,BaseSet,false
VillageElder,Village Elder,I,221,Occupation,3,,,,,%1d;%1u,"If there are still 1/3/6/9 rounds to play, you immediately receive 1/2/3/4 Wood. At the end of the game, all players with the most played Improvements receive 3 Bonus points each.",%2g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
SocialClimber,Social Climber,I,222,Occupation,4,,,,,%5s;%6s,"Whenever you are the first player to renovate to a Clay hut or a Stone house, you receive 3 Stone. If you are the second, you receive 2 Stone, the third, you receive 1 Stone. (This is not given for renovations performed before you played this card.)",%5g,,,,OriginalVersion,Z-Man,BaseSet,false
HarvestHelper,Harvest Helper,I,223,Occupation,3,,,,,,"At the start of the Feeding phase in each Harvest, you can take 1 Grain from 1 field belonging to another player. That player receives 2 Food from the supply.",%6g,,,,OriginalVersion,Z-Man,BaseSet,false
FieldWorker,Field Worker,I,224,Occupation,3,,,,,,"Whenever another player Sows one or more fields, you receive 1 Grain in a 3-player game or 1 Food in a 4 or 5 player game.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
FieldWatchman,Field Watchman,I,225,Occupation,1,,,,,%2s;%7s,"Whenever you use the ""Take 1 Grain"" Action space, you can also Plow up to 1 field.",%1fs;%9t,%10as,,,OriginalVersion,Z-Man,BaseSet,false
Gardener,Gardener,I,226,Occupation,1,,,,,%5u,Take Vegetables from the supply and not your Vegetable field whenever you harvest them—you keep the Vegetables on the fields.,%7g,%4fs,,,OriginalVersion,Z-Man,BaseSet,false
ChurchWarden,Church Warden,I,227,Occupation,1,,,,,%1d;%1u,"If there are still 1/3/6/9 rounds to play, you immediately receive 1/2/3/4 Wood. At the end of the game, any player who performed actions with at least 5 people in Round 14 receives 3 Bonus points. (A Guest is counted.)",%2g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
Businessman,Businessman,I,228,Occupation,3,,,,,%4s,"Whenever you use the ""Starting Player"" Action space, you can play an additional Minor Improvement or a Major Improvement after you play the Minor Improvement.",%6t,%9as,,,OriginalVersion,Z-Man,BaseSet,false
Sycophant,Sycophant,I,229,Occupation,4,,,,,,"Any other player that uses the ""Take 1 Grain"" Action space must first pay you 1 Food. In addition, you receive 1 Food from the supply, even when you take the Grain yourself.",%1g,%10as,,,OriginalVersion,Z-Man,BaseSet,false
ClayDigger,Clay Digger,I,230,Occupation,4,,,,,,"Include the ""1 Clay"" Action card from the 3-player game as an additional Clay pit. Immediately place 3 Clay on this card and add 1 Clay at the start of each round. Any player who uses this action must pay you 3 Food.",%3g,,,,OriginalVersion,Z-Man,BaseSet,false
Manservant,Manservant,I,231,Occupation,1,,,,,%9u;%6s,"When you build a Stone house, place 3 Food on each remaining Round space. At the start of these rounds, you receive the Food. (If you already have a Stone house when you play this card, place the Food immediately.)",%1g,,%7fs,%1g,OriginalVersion,Z-Man,BaseSet,false
Midwife,Midwife,I,232,Occupation,4,,,,,,"Whenever another player has a larger family than you after s/he has offspring, you receive 1 Food. If s/he has at least 2 more Family members that you, you receive 2 Food. (The Food is taken from the supply, not from the other player.)",%1g,%4t;%5t,,,OriginalVersion,Z-Man,BaseSet,false
FarmSteward,Farm Steward,I,233,Occupation,1,,,,,%7u;%8u;%14u;%2s;%5s,"Once you live in a Clay hut or Stone house, play your next ""Family growth"" action as ""Family growth even without room."" (Similar to the Round card from Stage 5. All future Family growth is carried out as normal.)(If you use the Stage 2 Family growth space to take this action, you can still play a Minor Improvement afterwards.)",%5t,%16as,%6fs,,OriginalVersion,Z-Man,BaseSet,false
WoodBuyer,Wood Buyer,I,234,Occupation,3,,,,,,"Whenever another player receives Wood from an action, you can buy 1 Wood from him/her for 1 Food (even without his/her agreement.)",%2g,,,,OriginalVersion,Z-Man,BaseSet,false
WoodCollector,Wood Collector,I,235,Occupation,1,,,,,,"Place 1 Wood on each of the next 5 Round spaces. At the start of these rounds, you receive the Wood.",%2g,,,%2g,OriginalVersion,Z-Man,BaseSet,false
HideFarmer,Hide Farmer,I,236,Occupation,3,,,,,%1d,"At the end of the game, you can pay 1 Food each for any number of unused fields. These do not lose you points in the scoring.",%17g,,,,OriginalVersion,Z-Man,BaseSet,false
Juggler,Juggler,I,237,Occupation,4,,,,,%18u,"Whenever you use the ""Traveling Player"" action on an Action space, you can choose to take twice as much Food as is on the card. If you do this, you must give one Food each to the Magician, Conjurer, Street Musician, Puppeteer, Acrobat, Dancer, Animal Trainer and Storyteller.",%1g,%30as,,,OriginalVersion,Z-Man,BaseSet,false
Chamberlain,Chamberlain,I,238,Occupation,1,,,,,%6u;%2s,"At the start of Round 11 (or immediately, if you play this card after the start of Round 11), turn over the Round cards for the remaining rounds. You (and only you) can use these actions immediately; the other players must wait until the appropriate round.",,%22as;%23as;%24as,,,OriginalVersion,Z-Man,BaseSet,true
CornProfiteer,Corn Profiteer,I,239,Occupation,4,,,,,,"You can convert 1 Grain to 3 Food at any time. Any other player can stop this by paying you 2 Food to buy the Grain for themself. If more than one player offers, you choose one of them.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
Cowherd,Cowherd,I,240,Occupation,3,,,,,%8s,"Whenever you use the ""Take 1 Cattle"" Action space, you receive 1 additional Cattle from the supply. (The ""Take 1 Cattle"" Action is added in Stage 4.)",%10g,%20as,,,OriginalVersion,Z-Man,BaseSet,false
ClayPlasterer,Clay Plasterer,I,241,Occupation,1,,,,,%15u;%16u;%5s,Renovating you Wooden hut to a Clay hut costs you only 1 Clay and 1 Reed. Each room of you Clay hut costs you 3 Clay and 2 Reed.,%2g,%10t;%3t,,,OriginalVersion,Z-Man,BaseSet,false
ClayHutBuilder,Clay Hut Builder,I,242,Occupation,1,,,,,%8u;%5s,"Once you live in a Clay hut, place 2 Clay on each of the next 5 Round spaces. At the start of these rounds, you receive the Clay. (If you already live in a Clay hut or a Stone house when you play this card, place the Clay on the Round spaces immediately.)",%2g,,%6fs,%2g,OriginalVersion,Z-Man,BaseSet,false
Bricklayer,Bricklayer,I,243,Occupation,1,,,,,%15u;%16u,Pay 1 less Clay for each Improvement and Renovation. Pay 2 less Clay for each Room.,%2g,%3t;%7t;%6t;%10t,,,OriginalVersion,Z-Man,BaseSet,false
Layabout,Layabout,I,244,Occupation,1,,,,,%5u,"Once you have played this card, you may not take part in the next Harvest. (You also do not need to feed your family during that Harvest.)",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
MarketCrier,Market Crier,I,245,Occupation,3,,,,,%7s,"Whenever you use the ""Take 1 Grain"" Action, you can take an additional 1 Grain and 1 Vegetable. If you do this, the other players each receive 1 Grain from the supply.",%6g;%7g,%10as,,,OriginalVersion,Z-Man,BaseSet,false
MilkingHand,Milking Hand,I,246,Occupation,4,,,,,%1d;%5u;%12u;%8u,"In the Field phase of the Harvest, you receive 1/2/3 Food for having at least 1/3/5 Cattle, without having to give up the Cattle. At the end of the game, you receive 1 Bonus point for every 2 Cattle.",%1g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
Butcher,Butcher,I,247,Occupation,1,,,,,,"You can change your animals into Food at any time (even without an Improvement with the cooking symbol) Take 1 Food for each Sheep, 2 for each Wild boar and 3 for each Cattle.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
NetFisherman,Net Fisherman,I,248,Occupation,1,,,,,,"If one of your people uses an Action space that provides Reed, you can take all the Food markers from the ""Fishing"" space in the Returning home phase. (Phase 4).",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
Puppeteer,Puppeteer,I,249,Occupation,4,,,,,%10s,"Whenever another player chooses the ""Traveling Players"" action on an Action space, you can pay 1 Food to play an Occupation.",%8t,%30as,,,OriginalVersion,Z-Man,BaseSet,false
SheepWhisperer,Sheep Whisperer,I,250,Occupation,4,,,,,,"Add 4,7,9 and 11 to the current round and place 1 Sheep on each corresponding Round space. At the start of these rounds, you receive the Sheep.",%8g,,,%8g,OriginalVersion,Z-Man,BaseSet,false
ReedBuyer,Reed Buyer,I,251,Occupation,4,,,,,,"Whenever Reed is taken for the first time in a round, you may give the player who takes it 1 Food in exchange for 1 of the Reed. The other player receives an additional 1 Food from the supply as compensation. (The other player cannot refuse this exchange.)(If you are the first person to take Reed in a round, you do not get any advantage from the Reed Buyer.)",%4g,,,,OriginalVersion,Z-Man,BaseSet,false
PigBreeder,Pig Breeder,I,252,Occupation,4,,,,,%8s,"Your Wild boar breed at the end of Round 12, if there is room for the piglet. When you play this card, you receive 1 Wild boar.",%9g,,,,OriginalVersion,Z-Man,BaseSet,false
PigCatcher,Pig Catcher,I,253,Occupation,4,,,,,,"Whenever you use a person to take Wood that is on an Action space, you can leave 2 of the Wood on the space and take a Wild boar instead.",%9g,%4as;%26as;%27as;%25t,,,OriginalVersion,Z-Man,BaseSet,false
Groom,Groom,I,254,Occupation,4,,,,,%9u,"Once you have a Stone house, you can build 1 stable at the beginning of each round at a cost of 1 Wood. You do not need to place a Family member on an Action space to do this.",%13g,,%7fs,,OriginalVersion,Z-Man,BaseSet,false
StoneBuyer,Stone Buyer,I,255,Occupation,4,,,,,,"Whenever Stone is taken for the first time in a round, you may give the player who takes it 1 Food in exchange for 1 of the Stone. The other player receives an additional 1 Food from the supply. (The other player cannot refuse this exchange.)(If you are the first player to take Stone in a round, you do not get any advantage from the Stone Buyer.)",%5g,,,,OriginalVersion,Z-Man,BaseSet,false
